,index,station_id,latitude,longitude,datacoverage,mindate,maxdate,min_year,max_year,data_period
2166,2166,GHCND:US1CASD0199,33.273999,-117.271321,0.9959,2019-09-21,2021-03-03,2019,2021,2
2167,2167,GHCND:US1CASD0203,32.860279,-116.824928,0.7546,2019-12-13,2021-03-03,2019,2021,2
2168,2168,GHCND:US1CASD0207,33.159,-117.266,1.0,2020-04-01,2021-03-03,2020,2021,1
2169,2169,GHCND:US1CASD0209,32.75636,-116.93797,0.9925,2002-05-10,2021-02-16,2002,2021,19
2170,2170,GHCND:US1CASF0003,37.7834,-122.4701,0.9544,2009-01-01,2016-08-08,2009,2016,7
2171,2171,GHCND:US1CASF0004,37.765001,-122.434753,1.0,2009-02-01,2021-02-28,2009,2021,12
2172,2172,GHCND:US1CASF0008,37.7776031494141,-122.474098205566,1.0,2012-12-01,2017-01-28,2012,2017,5
2173,2173,GHCND:US1CASF0017,37.75901,-122.3975,1.0,2019-09-16,2021-03-03,2019,2021,2
2174,2174,GHCND:US1CASH0001,40.624072,-122.351012,0.998,2008-10-01,2010-01-07,2008,2010,2
2175,2175,GHCND:US1CASH0002,40.3971,-122.276,0.9335,2008-10-01,2020-06-13,2008,2020,12
2176,2176,GHCND:US1CASH0005,40.601302,-122.222054,1.0,2008-12-01,2009-05-27,2008,2009,1
2177,2177,GHCND:US1CASH0006,40.523927,-121.795657,0.9891,2008-11-01,2021-02-28,2008,2021,13
2178,2178,GHCND:US1CASH0008,40.6089,-122.3388,1.0,2008-12-01,2012-06-26,2008,2012,4
2179,2179,GHCND:US1CASH0009,40.610434,-122.380234,0.989,2009-02-01,2018-01-18,2009,2018,9
2180,2180,GHCND:US1CASH0010,40.67211,-122.29128,1.0,2009-02-01,2021-03-03,2009,2021,12
2181,2181,GHCND:US1CASH0011,40.62608,-122.358503,1.0,2009-02-01,2021-02-21,2009,2021,12
2182,2182,GHCND:US1CASH0013,40.627274,-122.356407,0.9819,2009-02-01,2012-07-06,2009,2012,3
2183,2183,GHCND:US1CASH0014,40.6284,-122.3577,0.669,2009-02-01,2009-10-24,2009,2009,0
2184,2184,GHCND:US1CASH0018,40.623488,-122.353615,1.0,2009-02-01,2021-03-02,2009,2021,12
2185,2185,GHCND:US1CASH0021,40.57955,-122.37272,1.0,2009-03-01,2015-02-19,2009,2015,6
2186,2186,GHCND:US1CASH0022,40.607469,-122.347176,0.9819,2009-03-01,2021-02-15,2009,2021,12
2187,2187,GHCND:US1CASH0024,40.631232,-122.358376,0.9762,2009-03-01,2017-06-09,2009,2017,8
2188,2188,GHCND:US1CASH0029,40.427,-122.388277777778,0.844,2009-10-01,2011-04-04,2009,2011,2
2189,2189,GHCND:US1CASH0030,40.478452,-122.260575,0.859,2009-10-01,2021-02-20,2009,2021,12
2190,2190,GHCND:US1CASH0035,40.68528,-122.02361,1.0,2010-11-01,2011-06-03,2010,2011,1
2191,2191,GHCND:US1CASH0037,40.503176,-122.541281,0.8543,2011-01-01,2014-05-22,2011,2014,3
2192,2192,GHCND:US1CASH0049,40.49,-121.9,1.0,2011-02-01,2012-02-13,2011,2012,1
2193,2193,GHCND:US1CASH0050,40.531782,-121.701081,1.0,2012-10-01,2017-02-05,2012,2017,5
2194,2194,GHCND:US1CASH0051,40.51805555,-122.36916666,1.0,2012-01-01,2021-02-19,2012,2021,9
2195,2195,GHCND:US1CASH0052,40.619,-122.376,1.0,2012-04-01,2017-02-25,2012,2017,5
2196,2196,GHCND:US1CASH0053,40.529958,-121.908863,1.0,2012-05-01,2013-04-29,2012,2013,1
2197,2197,GHCND:US1CASH0054,40.4593315124512,-122.318885803223,0.999,2012-08-01,2013-10-14,2012,2013,1
2198,2198,GHCND:US1CASH0056,40.6023826599121,-122.400718688965,1.0,2012-09-01,2021-03-03,2012,2021,9
2199,2199,GHCND:US1CASH0057,40.3777429,-122.339227,0.905,2012-10-01,2021-02-20,2012,2021,9
2200,2200,GHCND:US1CASH0059,40.51946667,-121.8339564,1.0,2012-11-01,2021-02-19,2012,2021,9
2201,2201,GHCND:US1CASH0060,40.63712,-122.25516,0.8055,2012-11-01,2021-01-27,2012,2021,9
2202,2202,GHCND:US1CASH0061,40.5745964050293,-122.394813537598,1.0,2012-12-01,2017-06-10,2012,2017,5
2203,2203,GHCND:US1CASH0064,40.474603,-122.452203,0.6588,2013-02-01,2016-06-02,2013,2016,3
2204,2204,GHCND:US1CASH0067,40.679605,-121.8727,0.9625,2014-02-01,2021-01-28,2014,2021,7
2205,2205,GHCND:US1CASH0068,40.544589,-122.173431,1.0,2015-02-01,2021-03-01,2015,2021,6
2206,2206,GHCND:US1CASH0069,40.498777,-121.843341,1.0,2016-01-15,2021-02-20,2016,2021,5
2207,2207,GHCND:US1CASH0071,40.43189722,-121.9958528,1.0,2017-04-21,2021-03-02,2017,2021,4
2208,2208,GHCND:US1CASH0072,40.3999786376953,-122.293594360352,1.0,2016-10-02,2017-10-16,2016,2017,1
2209,2209,GHCND:US1CASH0074,40.447238,-122.40894,0.349,2017-10-01,2020-03-09,2017,2020,3
2210,2210,GHCND:US1CASH0075,40.669867,-122.256356,1.0,2017-10-20,2018-04-30,2017,2018,1
2211,2211,GHCND:US1CASH0077,40.518764,-122.368452,0.9986,2018-09-08,2021-03-02,2018,2021,3
2212,2212,GHCND:US1CASH0078,40.545618,-122.578511,0.7078,2020-07-01,2021-02-19,2020,2021,1
2213,2213,GHCND:US1CASI0002,39.578,-120.383,0.7979,2017-11-16,2019-06-17,2017,2019,2
2214,2214,GHCND:US1CASJ0001,38.062693,-121.007916,1.0,2008-10-01,2021-03-03,2008,2021,13
2215,2215,GHCND:US1CASJ0003,37.9912,-121.3333,0.9877,2008-10-01,2015-02-08,2008,2015,7
2216,2216,GHCND:US1CASJ0004,38.038121,-121.254655,1.0,2008-10-01,2021-03-03,2008,2021,13
2217,2217,GHCND:US1CASJ0005,38.135999,-121.30443,1.0,2008-10-01,2021-03-03,2008,2021,13
2218,2218,GHCND:US1CASJ0006,37.941722,-121.258522,1.0,2008-10-01,2018-10-31,2008,2018,10
2219,2219,GHCND:US1CASJ0007,37.735349,-121.469922,1.0,2008-12-01,2016-09-17,2008,2016,8
2220,2220,GHCND:US1CASJ0010,37.969169,-121.2934,0.9998,2011-04-01,2013-06-30,2011,2013,2
2221,2221,GHCND:US1CASJ0011,38.0011100769043,-121.366485595703,0.9994,2013-07-01,2020-06-15,2013,2020,7
2222,2222,GHCND:US1CASJ0014,37.723226,-121.440254,0.9959,2016-01-06,2021-03-03,2016,2021,5
2223,2223,GHCND:US1CASJ0015,37.820755,-121.225469,0.9672,2017-11-03,2021-03-03,2017,2021,4
2224,2224,GHCND:US1CASK0001,41.54652,-122.910214,1.0,2008-10-01,2010-02-03,2008,2010,2
2225,2225,GHCND:US1CASK0002,41.665129,-122.62075,1.0,2008-10-01,2014-11-02,2008,2014,6
2226,2226,GHCND:US1CASK0003,41.494891,-122.369735,0.8706,1998-06-01,2021-03-03,1998,2021,23
2227,2227,GHCND:US1CASK0004,41.510848,-122.923372,0.7081,2008-11-01,2021-02-20,2008,2021,13
2228,2228,GHCND:US1CASK0005,41.7326,-122.6495,1.0,2008-12-01,2021-03-01,2008,2021,13
2229,2229,GHCND:US1CASK0007,41.71775278,-122.50145,0.9688,2010-12-01,2018-11-28,2010,2018,8
2230,2230,GHCND:US1CASK0008,41.363911,-122.396942,0.9784,2012-05-01,2019-05-04,2012,2019,7
2231,2231,GHCND:US1CASK0009,41.26883333,-123.3336111,0.9998,2011-12-01,2021-03-02,2011,2021,10
2232,2232,GHCND:US1CASK0010,41.9633,-121.9230444,0.9995,1998-06-01,2021-03-03,1998,2021,23
2233,2233,GHCND:US1CASK0011,41.2987747192383,-122.303131103516,0.9442,2013-04-01,2021-03-01,2013,2021,8
2234,2234,GHCND:US1CASK0014,41.392348,-123.496448,0.0694,2015-12-07,2021-02-19,2015,2021,6
2235,2235,GHCND:US1CASK0020,41.632265,-122.537255,0.9986,2018-02-23,2021-03-03,2018,2021,3
2236,2236,GHCND:US1CASK0021,41.31835,-122.29942,0.9939,2018-05-07,2019-02-09,2018,2019,1
2237,2237,GHCND:US1CASK0024,41.333177,-122.306235,0.9959,2019-09-19,2021-03-03,2019,2021,2
2238,2238,GHCND:US1CASK0026,41.33778,-122.82508,0.9965,2020-05-20,2021-03-01,2020,2021,1
2239,2239,GHCND:US1CASL0001,35.380496,-120.452524,1.0,2008-11-01,2017-11-17,2008,2017,9
2240,2240,GHCND:US1CASL0006,35.621787,-120.693161,0.8063,2010-12-01,2017-02-06,2010,2017,7
2241,2241,GHCND:US1CASL0008,35.329455,-120.832402,0.9997,2011-08-01,2021-03-03,2011,2021,10
2242,2242,GHCND:US1CASL0010,35.5033531188965,-120.737602233887,0.674,2012-06-01,2021-02-12,2012,2021,9
2243,2243,GHCND:US1CASL0011,35.55492,-120.70117,1.0,2012-10-01,2013-03-08,2012,2013,1
2244,2244,GHCND:US1CASL0014,35.5349540710449,-120.803703308105,0.6032,2011-06-01,2019-05-27,2011,2019,8
2245,2245,GHCND:US1CASL0016,35.5432243347168,-121.087272644043,0.0807,2013-11-22,2021-02-12,2013,2021,8
2246,2246,GHCND:US1CASL0018,35.3021430969238,-120.681327819824,0.9496,2014-08-01,2021-02-12,2014,2021,7
2247,2247,GHCND:US1CASL0022,35.1550140380859,-120.610313415527,0.9147,2016-04-22,2017-01-04,2016,2017,1
2248,2248,GHCND:US1CASL0025,35.5554,-120.7011,0.998,2017-02-01,2020-05-18,2017,2020,3
2249,2249,GHCND:US1CASL0026,35.155449,-120.66912,0.4999,2017-02-19,2021-02-12,2017,2021,4
2250,2250,GHCND:US1CASL0031,35.3119,-120.854347,0.9925,2020-08-11,2021-02-27,2020,2021,1
2251,2251,GHCND:US1CASM0001,37.612115,-122.48254,1.0,2008-06-01,2021-02-21,2008,2021,13
2252,2252,GHCND:US1CASM0002,37.420419,-122.394508,0.9819,2008-10-01,2010-03-03,2008,2010,2
2253,2253,GHCND:US1CASM0005,37.476568,-122.187052,0.5541,1998-06-17,2021-02-28,1998,2021,23
2254,2254,GHCND:US1CASM0006,37.54883,-122.2587,1.0,2008-11-01,2021-03-03,2008,2021,13
2255,2255,GHCND:US1CASM0007,37.463,-122.4408,1.0,2008-12-01,2021-03-02,2008,2021,13
2256,2256,GHCND:US1CASM0008,37.493111,-122.239927,0.9879,2009-03-01,2020-04-07,2009,2020,11
2257,2257,GHCND:US1CASM0009,37.381892,-122.197612,0.8928,2009-04-01,2021-02-26,2009,2021,12
2258,2258,GHCND:US1CASM0013,37.5841909,-122.397615,0.6719,2010-12-01,2021-02-20,2010,2021,11
2259,2259,GHCND:US1CASM0014,37.510408,-122.305704,1.0,2011-01-01,2014-02-23,2011,2014,3
2260,2260,GHCND:US1CASM0015,37.518482208252,-122.343238830566,1.0,2012-04-01,2021-02-20,2012,2021,9
2261,2261,GHCND:US1CASM0016,37.477715,-122.445426,0.816,2003-11-01,2021-03-01,2003,2021,18
2262,2262,GHCND:US1CASM0017,37.550354,-122.329503,0.8169,2013-02-01,2019-05-20,2013,2019,6
2263,2263,GHCND:US1CASM0018,37.5085,-122.47895,1.0,2013-02-01,2021-02-20,2013,2021,8
2264,2264,GHCND:US1CASM0019,37.455023,-122.438296,0.9998,2013-04-01,2021-03-03,2013,2021,8
2265,2265,GHCND:US1CASM0022,37.3753814697266,-122.263740539551,0.989,2009-02-01,2021-02-26,2009,2021,12
2266,2266,GHCND:US1CASM0025,37.474413,-122.23373,0.9819,2014-11-01,2021-02-21,2014,2021,7
2267,2267,GHCND:US1CASM0032,37.568428,-122.30121,1.0,2015-11-01,2020-01-11,2015,2020,5
2268,2268,GHCND:US1CASM0033,37.583784,-122.479214,0.6284,2015-12-25,2021-02-27,2015,2021,6
2269,2269,GHCND:US1CASM0034,37.463695,-122.137153,0.9198,2017-01-21,2020-06-20,2017,2020,3
2270,2270,GHCND:US1CASM0038,37.4995974834295,-122.26890563,1.0,1998-06-17,2021-03-01,1998,2021,23
2271,2271,GHCND:US1CASM0039,37.585015,-122.376263,0.7241,2020-03-19,2021-03-01,2020,2021,1
2272,2272,GHCND:US1CASN0001,38.352223,-122.727444,1.0,2008-10-01,2018-01-09,2008,2018,10
2273,2273,GHCND:US1CASN0002,38.380066,-122.968095,0.9991,2009-07-01,2011-10-10,2009,2011,2
2274,2274,GHCND:US1CASN0003,38.656402,-122.923026,1.0,2008-10-01,2010-12-22,2008,2010,2
2275,2275,GHCND:US1CASN0004,38.736739,-123.098232,1.0,2008-10-01,2019-03-06,2008,2019,11
2276,2276,GHCND:US1CASN0006,38.451432,-122.757728,1.0,2008-11-01,2021-03-03,2008,2021,13
2277,2277,GHCND:US1CASN0007,38.3852,-122.892814,0.9993,2008-11-01,2017-04-20,2008,2017,9
2278,2278,GHCND:US1CASN0008,38.50064,-122.991768,0.9081,2009-02-01,2011-09-11,2009,2011,2
2279,2279,GHCND:US1CASN0012,38.473966,-122.656405,1.0,2009-01-01,2010-04-14,2009,2010,1
2280,2280,GHCND:US1CASN0013,38.432284,-122.745477,0.6865,2009-02-01,2021-03-02,2009,2021,12
2281,2281,GHCND:US1CASN0015,38.611604,-122.657529,0.8916,2009-02-01,2015-02-17,2009,2015,6
2282,2282,GHCND:US1CASN0016,38.375265,-122.903541,1.0,2009-01-01,2021-03-03,2009,2021,12
2283,2283,GHCND:US1CASN0018,38.401067,-122.830153,0.7816,2009-03-01,2012-12-24,2009,2012,3
2284,2284,GHCND:US1CASN0019,38.256117,-122.622904,0.9657,2009-01-01,2013-11-17,2009,2013,4
2285,2285,GHCND:US1CASN0020,38.471783,-122.840483,0.8868,2009-02-01,2014-12-11,2009,2014,5
2286,2286,GHCND:US1CASN0021,38.555132,-122.822721,0.9235,1998-06-17,2021-02-20,1998,2021,23
2287,2287,GHCND:US1CASN0022,38.78929,-123.022019,1.0,2009-02-01,2011-11-04,2009,2011,2
2288,2288,GHCND:US1CASN0023,38.531731,-122.779953,1.0,2009-01-01,2017-05-08,2009,2017,8
2289,2289,GHCND:US1CASN0025,38.378076,-122.725308,1.0,2009-02-01,2016-05-08,2009,2016,7
2290,2290,GHCND:US1CASN0028,38.4789,-122.744,1.0,2009-01-01,2017-10-08,2009,2017,8
2291,2291,GHCND:US1CASN0029,38.781,-122.963,1.0,2009-02-01,2021-03-01,2009,2021,12
2292,2292,GHCND:US1CASN0030,38.525781,-122.777244,1.0,2009-02-01,2018-12-04,2009,2018,9
2293,2293,GHCND:US1CASN0031,38.366265,-122.803697,1.0,2009-02-01,2018-03-03,2009,2018,9
2294,2294,GHCND:US1CASN0032,38.473027,-123.052435,1.0,2009-02-01,2010-10-27,2009,2010,1
2295,2295,GHCND:US1CASN0033,38.447537,-122.755321,0.9819,2009-02-01,2012-03-17,2009,2012,3
2296,2296,GHCND:US1CASN0035,38.41473,-122.89332,1.0,2009-02-01,2010-01-22,2009,2010,1
2297,2297,GHCND:US1CASN0036,38.381,-123.078,0.801,2009-02-01,2014-06-26,2009,2014,5
2298,2298,GHCND:US1CASN0039,38.2334151,-122.6563269,1.0,2009-02-01,2021-02-12,2009,2021,12
2299,2299,GHCND:US1CASN0041,38.440571,-122.770663,0.4714,2009-02-01,2011-11-12,2009,2011,2
2300,2300,GHCND:US1CASN0042,38.471322,-122.655183,0.7563,2009-02-01,2021-02-23,2009,2021,12
2301,2301,GHCND:US1CASN0043,38.43003,-122.749895,1.0,2009-01-01,2015-12-10,2009,2015,6
2302,2302,GHCND:US1CASN0045,38.4635606,-123.0416028,0.4621,2001-04-01,2015-06-21,2001,2015,14
2303,2303,GHCND:US1CASN0046,38.371667,-122.869444,0.8394,2009-01-01,2016-06-18,2009,2016,7
2304,2304,GHCND:US1CASN0048,38.5110367,-122.7192267,0.8624,2009-01-01,2017-09-08,2009,2017,8
2305,2305,GHCND:US1CASN0049,38.3842076,-122.8190962,1.0,2009-02-01,2021-03-03,2009,2021,12
2306,2306,GHCND:US1CASN0050,38.561661,-122.8054543,0.9819,2009-02-01,2021-02-20,2009,2021,12
2307,2307,GHCND:US1CASN0051,38.693448,-122.962657,0.8145,2009-02-01,2020-06-06,2009,2020,11
2308,2308,GHCND:US1CASN0052,38.441579,-122.946227,1.0,2009-02-01,2009-07-28,2009,2009,0
2309,2309,GHCND:US1CASN0053,38.472759,-122.664008,0.9774,2009-02-01,2020-10-30,2009,2020,11
2310,2310,GHCND:US1CASN0054,38.545121,-122.791659,0.9456,2009-02-01,2010-06-22,2009,2010,1
2311,2311,GHCND:US1CASN0055,38.289952,-122.424944,0.7576,2009-02-01,2015-03-01,2009,2015,6
2312,2312,GHCND:US1CASN0057,38.248504,-122.692689,1.0,2009-02-01,2010-06-09,2009,2010,1
2313,2313,GHCND:US1CASN0061,38.464032,-122.714962,1.0,2009-02-01,2021-03-03,2009,2021,12
2314,2314,GHCND:US1CASN0062,38.2262,-122.6391,1.0,2009-02-01,2021-03-02,2009,2021,12
2315,2315,GHCND:US1CASN0065,38.786109,-123.017424,0.9996,2009-03-01,2011-07-17,2009,2011,2
2316,2316,GHCND:US1CASN0066,38.453168,-122.704905,0.9819,2009-02-01,2015-04-25,2009,2015,6
2317,2317,GHCND:US1CASN0067,38.40664,-122.84067,0.9029,2009-02-01,2014-02-15,2009,2014,5
2318,2318,GHCND:US1CASN0068,38.388614,-122.970091,0.2515,2000-04-01,2010-05-10,2000,2010,10
2319,2319,GHCND:US1CASN0070,38.36513,-122.571837,1.0,2009-02-01,2021-02-20,2009,2021,12
2320,2320,GHCND:US1CASN0071,38.339207,-122.711297,1.0,2009-02-01,2021-03-03,2009,2021,12
2321,2321,GHCND:US1CASN0073,38.457051,-122.702942,0.7449,2009-02-01,2012-04-12,2009,2012,3
2322,2322,GHCND:US1CASN0074,38.647624,-122.920692,0.7763,2009-02-01,2021-02-20,2009,2021,12
2323,2323,GHCND:US1CASN0078,38.798977,-123.027717,0.7997,2009-03-01,2021-02-20,2009,2021,12
2324,2324,GHCND:US1CASN0079,38.345072,-122.681169,0.9997,2009-03-01,2016-05-10,2009,2016,7
2325,2325,GHCND:US1CASN0080,38.377824,-122.534275,0.9999,2009-04-01,2021-02-19,2009,2021,12
2326,2326,GHCND:US1CASN0081,38.47,-122.6589,0.859,2009-10-01,2021-01-05,2009,2021,12
2327,2327,GHCND:US1CASN0084,38.316267,-122.472564,0.9606,2009-12-01,2021-03-03,2009,2021,12
2328,2328,GHCND:US1CASN0086,38.384271,-122.884673,0.8887,2010-04-01,2018-01-26,2010,2018,8
2329,2329,GHCND:US1CASN0087,38.469885,-122.676085,0.9947,2010-04-01,2011-01-31,2010,2011,1
2330,2330,GHCND:US1CASN0088,38.36528,-122.97379,0.9999,2010-10-01,2021-01-18,2010,2021,11
2331,2331,GHCND:US1CASN0089,38.7839,-122.9628,1.0,2011-01-01,2021-03-03,2011,2021,10
2332,2332,GHCND:US1CASN0090,38.473318,-122.897382,1.0,2011-02-01,2021-03-02,2011,2021,10
2333,2333,GHCND:US1CASN0093,38.3124,-123.01767,0.8303,2011-11-01,2021-02-26,2011,2021,10
2334,2334,GHCND:US1CASN0094,38.3240455,-123.0304183,1.0,2011-11-01,2014-05-09,2011,2014,3
2335,2335,GHCND:US1CASN0095,38.3895,-122.9694,0.4449,2012-01-01,2014-03-26,2012,2014,2
2336,2336,GHCND:US1CASN0096,38.56527778,-123.2058333,0.9588,2012-01-01,2021-02-02,2012,2021,9
2337,2337,GHCND:US1CASN0098,38.531863,-123.188565,1.0,2012-10-01,2021-03-03,2012,2021,9
2338,2338,GHCND:US1CASN0099,38.48472,-123.004603,0.8982,2013-01-01,2021-02-20,2013,2021,8
2339,2339,GHCND:US1CASN0100,38.3822975158691,-122.550689697266,1.0,2012-12-01,2021-03-03,2012,2021,9
2340,2340,GHCND:US1CASN0103,38.514983,-123.077952,0.1192,2014-02-27,2021-02-12,2014,2021,7
2341,2341,GHCND:US1CASN0104,38.43512,-122.551509,0.1418,2014-03-12,2021-02-20,2014,2021,7
2342,2342,GHCND:US1CASN0106,38.5616,-123.2005,1.0,2014-09-01,2021-02-20,2014,2021,7
2343,2343,GHCND:US1CASN0108,38.61791,-122.873138,0.074,2014-10-15,2018-09-29,2014,2018,4
2344,2344,GHCND:US1CASN0110,38.3898735046387,-122.911926269531,0.1469,2015-01-17,2018-05-25,2015,2018,3
2345,2345,GHCND:US1CASN0112,38.469852,-122.733314,1.0,2015-02-01,2021-03-03,2015,2021,6
2346,2346,GHCND:US1CASN0114,38.660544,-122.863901,1.0,2015-01-01,2021-02-20,2015,2021,6
2347,2347,GHCND:US1CASN0115,38.285781,-122.456237,0.2234,2015-03-27,2021-02-20,2015,2021,6
2348,2348,GHCND:US1CASN0116,38.449202,-122.669074,0.9967,2015-03-01,2021-02-19,2015,2021,6
2349,2349,GHCND:US1CASN0117,38.391804,-122.850068,1.0,2015-09-01,2021-03-02,2015,2021,6
2350,2350,GHCND:US1CASN0118,38.426231,-122.821383,0.6134,2015-11-14,2018-01-29,2015,2018,3
2351,2351,GHCND:US1CASN0121,38.4777,-122.69,0.9579,2015-11-01,2021-03-02,2015,2021,6
2352,2352,GHCND:US1CASN0122,38.5130043029785,-122.999214172363,0.2091,2015-11-08,2021-02-20,2015,2021,6
2353,2353,GHCND:US1CASN0123,38.371703,-122.649861,0.2098,2015-09-12,2021-01-31,2015,2021,6
2354,2354,GHCND:US1CASN0124,38.311575,-122.475308,0.9947,2016-03-15,2017-02-03,2016,2017,1
2355,2355,GHCND:US1CASN0125,38.335108,-123.047291,0.8888,2016-04-16,2021-02-28,2016,2021,5
2356,2356,GHCND:US1CASN0126,38.439169,-122.602947,0.4561,2016-10-03,2021-02-25,2016,2021,5
2357,2357,GHCND:US1CASN0128,38.412857,-122.955877,0.1793,2016-10-03,2021-02-19,2016,2021,5
2358,2358,GHCND:US1CASN0130,38.508471,-122.88573,0.1807,2016-10-02,2020-03-16,2016,2020,4
2359,2359,GHCND:US1CASN0131,38.313789,-122.703772,0.2847,2016-10-01,2021-02-21,2016,2021,5
2360,2360,GHCND:US1CASN0133,38.41083333,-122.9652778,0.1208,2017-01-07,2021-02-20,2017,2021,4
2361,2361,GHCND:US1CASN0136,38.296379,-122.488173,0.9462,2017-02-01,2021-03-02,2017,2021,4
2362,2362,GHCND:US1CASN0138,38.2400518,-122.650773,0.9391,2017-10-01,2018-07-06,2017,2018,1
2363,2363,GHCND:US1CASN0139,38.625892,-122.855046,0.1672,2017-10-20,2021-02-20,2017,2021,4
2364,2364,GHCND:US1CASN0141,38.399593,-122.939701,0.1457,2017-11-09,2021-02-21,2017,2021,4
2365,2365,GHCND:US1CASN0142,38.435954,-122.862007,0.1652,2018-01-04,2021-02-20,2018,2021,3
2366,2366,GHCND:US1CASN0143,38.421492,-122.669513,0.1711,2018-01-25,2021-02-19,2018,2021,3
2367,2367,GHCND:US1CASN0149,38.779518,-123.014458,0.8642,2018-05-30,2021-03-03,2018,2021,3
2368,2368,GHCND:US1CASN0151,38.386174,-122.909873,0.2278,2018-11-23,2021-02-20,2018,2021,3
2369,2369,GHCND:US1CASN0152,38.36259,-122.52751,0.9169,2018-11-13,2021-03-03,2018,2021,3
2370,2370,GHCND:US1CASN0153,38.39916667,-122.8925,0.9246,2018-12-01,2021-03-03,2018,2021,3
2371,2371,GHCND:US1CASN0155,38.407864,-122.732497,1.0,2019-01-17,2020-06-22,2019,2020,1
2372,2372,GHCND:US1CASN0159,38.789416,-123.024785,0.9216,2019-04-15,2021-03-03,2019,2021,2
2373,2373,GHCND:US1CASN0164,38.465626,-122.904417,1.0,2020-06-29,2021-03-03,2020,2021,1
2374,2374,GHCND:US1CASO0001,38.0695,-122.1555,0.7843,2010-02-01,2021-02-20,2010,2021,11
2375,2375,GHCND:US1CASO0002,38.05758611,-122.1679639,0.5346,2010-12-01,2015-09-13,2010,2015,5
2376,2376,GHCND:US1CASO0003,38.07528,-122.177778,0.5081,2011-01-01,2021-02-20,2011,2021,10
2377,2377,GHCND:US1CASO0004,38.415292,-122.080867,0.6665,2011-10-01,2016-03-13,2011,2016,5
2378,2378,GHCND:US1CASO0006,38.086421,-122.157043,0.643,2012-10-01,2021-02-20,2012,2021,9
2379,2379,GHCND:US1CASO0007,38.221504,-122.143005,0.9967,2015-03-01,2021-03-02,2015,2021,6
2380,2380,GHCND:US1CASO0010,38.056247,-122.168771,0.1859,2016-01-22,2021-02-19,2016,2021,5
2381,2381,GHCND:US1CASO0011,38.1586723327637,-122.17887878418,1.0,2016-11-19,2017-11-17,2016,2017,1
2382,2382,GHCND:US1CASO0012,38.382528,-122.002864,0.5995,2017-08-10,2021-02-20,2017,2021,4
2383,2383,GHCND:US1CASO0014,38.36105,-122.00843,0.1628,2018-11-21,2021-02-20,2018,2021,3
2384,2384,GHCND:US1CASR0001,34.4957,-117.2353,1.0,2008-10-01,2012-09-30,2008,2012,4
2385,2385,GHCND:US1CASR0003,34.36508,-117.65111,1.0,2008-10-01,2018-03-22,2008,2018,10
2386,2386,GHCND:US1CASR0004,34.11506,-117.649803,0.9666,2008-11-01,2016-09-29,2008,2016,8
2387,2387,GHCND:US1CASR0005,34.525345,-117.433145,0.5712,2008-07-01,2021-02-12,2008,2021,13
2388,2388,GHCND:US1CASR0009,34.50431,-117.18082,0.9995,2008-11-01,2021-01-29,2008,2021,13
2389,2389,GHCND:US1CASR0010,34.1377058,-117.5512114,0.3615,2009-02-01,2018-01-10,2009,2018,9
2390,2390,GHCND:US1CASR0014,34.097337,-116.31783,0.9997,2009-05-01,2021-03-02,2009,2021,12
2391,2391,GHCND:US1CASR0015,34.21749,-116.40696,0.9278,2009-05-01,2012-07-04,2009,2012,3
2392,2392,GHCND:US1CASR0017,34.124104,-116.084719,0.7896,2009-12-01,2021-02-12,2009,2021,12
2393,2393,GHCND:US1CASR0018,34.08566,-117.6816,1.0,2009-12-01,2010-05-14,2009,2010,1
2394,2394,GHCND:US1CASR0019,34.245654,-117.299112,0.987,2010-01-01,2017-09-11,2010,2017,7
2395,2395,GHCND:US1CASR0020,34.282786,-116.375145,1.0,2010-01-01,2019-03-27,2010,2019,9
2396,2396,GHCND:US1CASR0023,34.86671,-117.0592,0.0467,2010-01-22,2021-01-29,2010,2021,11
2397,2397,GHCND:US1CASR0024,34.099652,-116.442763,0.7315,2010-08-01,2016-02-18,2010,2016,6
2398,2398,GHCND:US1CASR0025,34.88,-117.118,0.9925,2010-05-01,2012-12-27,2010,2012,2
2399,2399,GHCND:US1CASR0026,34.3725,-117.34038,0.9991,2010-05-01,2021-02-28,2010,2021,11
2400,2400,GHCND:US1CASR0027,34.48491667,-117.64425,1.0,2010-11-01,2021-03-03,2010,2021,11
2401,2401,GHCND:US1CASR0028,34.556008,-117.211055,0.8333,2010-10-01,2016-10-31,2010,2016,6
2402,2402,GHCND:US1CASR0029,34.144242,-117.381028,1.0,2011-01-01,2021-03-03,2011,2021,10
2403,2403,GHCND:US1CASR0034,34.1223487854004,-117.597717285156,1.0,2012-02-01,2021-03-03,2012,2021,9
2404,2404,GHCND:US1CASR0035,34.9237,-117.0177,0.9075,2012-09-01,2021-02-28,2012,2021,9
2405,2405,GHCND:US1CASR0036,34.271186,-116.93834,1.0,2012-11-01,2020-03-15,2012,2020,8
2406,2406,GHCND:US1CASR0039,34.09777778,-116.2888889,1.0,2013-11-01,2019-03-13,2013,2019,6
2407,2407,GHCND:US1CASR0043,34.129465,-116.387743,0.9986,2014-03-01,2017-03-10,2014,2017,3
2408,2408,GHCND:US1CASR0044,34.05425,-117.0383,0.9986,2014-03-01,2021-03-02,2014,2021,7
2409,2409,GHCND:US1CASR0046,34.1269035339355,-116.317543029785,0.9999,2014-04-01,2021-01-31,2014,2021,7
